L1,R1,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
App,Gpr3,42,DEVCOMLR:10116:B8C8D9438026,rat_development_LR000042,APP,GPR3,APP>>GPR3,simple,1,1,APP>>GPR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
App,Fpr2,43,DEVCOMLR:10116:992E66B08212,rat_development_LR000043,APP,FPR2,APP>>FPR2,simple,1,1,APP>>FPR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11160457;11316806,11160457;11316806,11160457;11316806,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
App,Adra2a,44,DEVCOMLR:10116:D65B4E978429,rat_development_LR000044,APP,ADRA2A,APP>>ADRA2A,simple,1,1,APP>>ADRA2A,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,28646018,28646018,28646018,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
App,Notch1,45,DEVCOMLR:10116:3C7000F513BA,rat_development_LR000045,APP,NOTCH1,APP>>NOTCH1,simple,1,1,APP>>NOTCH1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,16118793,16118793,16118793,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
App,Lrp6,46,DEVCOMLR:10116:2DE8E6050E32,rat_development_LR000046,APP,LRP6,APP>>LRP6,simple,1,1,APP>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,30232325,30232325,30232325,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
App,Cav1,47,DEVCOMLR:10116:D0992FE6394B,rat_development_LR000047,APP,CAV1,APP>>CAV1,simple,1,1,APP>>CAV1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
App,Drd3,48,DEVCOMLR:10116:36CF1E175928,rat_development_LR000048,APP,DRD3,APP>>DRD3,simple,1,1,APP>>DRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Trh,Trhr,49,DEVCOMLR:10116:4C678776808B,rat_development_LR000049,TRH,TRHR,TRH>>TRHR,simple,1,1,TRH>>TRHR,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,2175902;9794253;15117874,2175902;9794253;15117874,2175902;9794253;15117874,3,3,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Bmp7,Acvr2b,50,DEVCOMLR:10116:11954F4D75D0,rat_development_LR000050,BMP7,ACVR2B,BMP7>>ACVR2B,simple,1,1,BMP7>>ACVR2B,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9748228;19735544,9748228;19735544,9748228;19735544,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Bmp7,Acvr2a,51,DEVCOMLR:10116:15FFEA1C78B8,rat_development_LR000051,BMP7,ACVR2A,BMP7>>ACVR2A,simple,1,1,BMP7>>ACVR2A,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7790373;9748228;12667445;19735544,7790373;9748228;12667445;19735544,7790373;9748228;12667445;19735544,4,4,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Bmp7,Bmpr2,52,DEVCOMLR:10116:A99C41FBA45B,rat_development_LR000052,BMP7,BMPR2,BMP7>>BMPR2,simple,1,1,BMP7>>BMPR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7791754;35643319,7791754;35643319,7791754;35643319,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Bmp7,Bmpr1a,53,DEVCOMLR:10116:B61BFF730E87,rat_development_LR000053,BMP7,BMPR1A,BMP7>>BMPR1A,simple,1,1,BMP7>>BMPR1A,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8006002;8605097,8006002;8605097,8006002;8605097,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Rarres2,Ccrl2,54,DEVCOMLR:10116:7DD6573C9C21,rat_development_LR000054,RARRES2,CCRL2,RARRES2>>CCRL2,simple,1,1,RARRES2>>CCRL2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,18794339;27716822,18794339;27716822,18794339;27716822,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt3a,Fzd2,55,DEVCOMLR:10116:92AD3B3A5038,rat_development_LR000055,WNT3A,FZD2,WNT3A>>FZD2,simple,1,1,WNT3A>>FZD2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,19910923;25605717;28733458,19910923;25605717;28733458,19910923;25605717;28733458,3,3,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt3a,Fzd3,56,DEVCOMLR:10116:487D097BF78F,rat_development_LR000056,WNT3A,FZD3,WNT3A>>FZD3,simple,1,1,WNT3A>>FZD3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,18212053,18212053,18212053,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt3a,Lrp5,57,DEVCOMLR:10116:52C034C4EA41,rat_development_LR000057,WNT3A,LRP5,WNT3A>>LRP5,simple,1,1,WNT3A>>LRP5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11336703,11336703,11336703,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt3a,Fzd1,58,DEVCOMLR:10116:D2D86A1943A5,rat_development_LR000058,WNT3A,FZD1,WNT3A>>FZD1,simple,1,1,WNT3A>>FZD1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10557084;25605717;28733458,10557084;25605717;28733458,10557084;25605717;28733458,3,3,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt3a,Lrp6,59,DEVCOMLR:10116:2899BB637AA0,rat_development_LR000059,WNT3A,LRP6,WNT3A>>LRP6,simple,1,1,WNT3A>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12897152;20093360;20713706;30594556;33545636,12897152;20093360;20713706;30594556;33545636,12897152;20093360;20713706;30594556;33545636,5,5,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt3a,Fzd5,60,DEVCOMLR:10116:E0701C91A611,rat_development_LR000060,WNT3A,FZD5,WNT3A>>FZD5,simple,1,1,WNT3A>>FZD5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,22753465;25605717;28733458;37014927,22753465;25605717;28733458;37014927,22753465;25605717;28733458;37014927,4,4,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt3a,Fzd4,61,DEVCOMLR:10116:C3FC76774223,rat_development_LR000061,WNT3A,FZD4,WNT3A>>FZD4,simple,1,1,WNT3A>>FZD4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,25605717;27458145;28733458;30304675,25605717;27458145;28733458;30304675,25605717;27458145;28733458;30304675,4,4,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt2,Fzd2,62,DEVCOMLR:10116:5A470969AC0C,rat_development_LR000062,WNT2,FZD2,WNT2>>FZD2,simple,1,1,WNT2>>FZD2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,32766155,32766155,32766155,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt2,Fzd3,63,DEVCOMLR:10116:ADCE4E7FC794,rat_development_LR000063,WNT2,FZD3,WNT2>>FZD3,simple,1,1,WNT2>>FZD3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Wnt2,Lrp5,64,DEVCOMLR:10116:C8D7ED9C8885,rat_development_LR000064,WNT2,LRP5,WNT2>>LRP5,simple,1,1,WNT2>>LRP5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,33545636,33545636,33545636,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt2,Fzd1,65,DEVCOMLR:10116:4D4A04DADB77,rat_development_LR000065,WNT2,FZD1,WNT2>>FZD1,simple,1,1,WNT2>>FZD1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10557084,10557084,10557084,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt2,Fzd5,66,DEVCOMLR:10116:A89202D0A93E,rat_development_LR000066,WNT2,FZD5,WNT2>>FZD5,simple,1,1,WNT2>>FZD5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11092808,11092808,11092808,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt2,Fzd4,67,DEVCOMLR:10116:369B01860ADA,rat_development_LR000067,WNT2,FZD4,WNT2>>FZD4,simple,1,1,WNT2>>FZD4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Direct,18302287,18302287,18302287,1,1,Direct,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;direct_experimental_support,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Direct,Direct,0,,0
Bmp5,Bmpr2,68,DEVCOMLR:10116:78DBD4997299,rat_development_LR000068,BMP5,BMPR2,BMP5>>BMPR2,simple,1,1,BMP5>>BMPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Bmp5,Bmpr1a,69,DEVCOMLR:10116:D80647596A51,rat_development_LR000069,BMP5,BMPR1A,BMP5>>BMPR1A,simple,1,1,BMP5>>BMPR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Wnt8a,Fzd1,70,DEVCOMLR:10116:560F5E68FE31,rat_development_LR000070,WNT8A,FZD1,WNT8A>>FZD1,simple,1,1,WNT8A>>FZD1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Wnt8a,Lrp6,71,DEVCOMLR:10116:264AA21CE13F,rat_development_LR000071,WNT8A,LRP6,WNT8A>>LRP6,simple,1,1,WNT8A>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12900447;33545636,12900447;33545636,12900447;33545636,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt8a,Fzd5,72,DEVCOMLR:10116:2B7F0D89D3D2,rat_development_LR000072,WNT8A,FZD5,WNT8A>>FZD5,simple,1,1,WNT8A>>FZD5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,28733458,28733458,28733458,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt8a,Fzd4,73,DEVCOMLR:10116:F67AB199FBF2,rat_development_LR000073,WNT8A,FZD4,WNT8A>>FZD4,simple,1,1,WNT8A>>FZD4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,28733458,28733458,28733458,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Dll1,Notch4,74,DEVCOMLR:10116:714567B55C38,rat_development_LR000074,DLL1,NOTCH4,DLL1>>NOTCH4,simple,1,1,DLL1>>NOTCH4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Dll1,Notch2,75,DEVCOMLR:10116:D0B13D1AF7C0,rat_development_LR000075,DLL1,NOTCH2,DLL1>>NOTCH2,simple,1,1,DLL1>>NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10958687;30289388;32820046,10958687;30289388;32820046,10958687;30289388;32820046,3,3,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Dll1,Notch1,76,DEVCOMLR:10116:AE20188585C6,rat_development_LR000076,DLL1,NOTCH1,DLL1>>NOTCH1,simple,1,1,DLL1>>NOTCH1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9819428;11006133;30289388;32820046,9819428;11006133;30289388;32820046,9819428;11006133;30289388;32820046,4,4,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Dll1,Notch3,77,DEVCOMLR:10116:1A5521A19375,rat_development_LR000077,DLL1,NOTCH3,DLL1>>NOTCH3,simple,1,1,DLL1>>NOTCH3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11006133;12482954;18182388,11006133;12482954;18182388,11006133;12482954;18182388,3,3,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Mmp9,Ephb2,78,DEVCOMLR:10116:A737E082528D,rat_development_LR000078,MMP9,EPHB2,MMP9>>EPHB2,simple,1,1,MMP9>>EPHB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,,,0,,0
Mmp9,Tlr4,79,DEVCOMLR:10116:D5BA308CC4F6,rat_development_LR000079,MMP9,TLR4,MMP9>>TLR4,simple,1,1,MMP9>>TLR4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,21873432,21873432,21873432,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt9b,Lrp5,80,DEVCOMLR:10116:BD78726CAC0A,rat_development_LR000080,WNT9B,LRP5,WNT9B>>LRP5,simple,1,1,WNT9B>>LRP5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,22433869,22433869,22433869,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt9b,Lrp6,81,DEVCOMLR:10116:F070BB284B66,rat_development_LR000081,WNT9B,LRP6,WNT9B>>LRP6,simple,1,1,WNT9B>>LRP6,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,20093360,20093360,20093360,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Wnt9b,Fzd5,82,DEVCOMLR:10116:67358E2D94CC,rat_development_LR000082,WNT9B,FZD5,WNT9B>>FZD5,simple,1,1,WNT9B>>FZD5,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,28733458;30978219,28733458;30978219,28733458;30978219,2,2,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Pomc,Mc2r,83,DEVCOMLR:10116:6189A2BED6BB,rat_development_LR000083,POMC,MC2R,POMC>>MC2R,simple,1,1,POMC>>MC2R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12213892,12213892,12213892,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Pomc,Oprm1,84,DEVCOMLR:10116:3859018611AF,rat_development_LR000084,POMC,OPRM1,POMC>>OPRM1,simple,1,1,POMC>>OPRM1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,39009835,39009835,39009835,1,1,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Pomc,Mc3r,85,DEVCOMLR:10116:229C65E187C5,rat_development_LR000085,POMC,MC3R,POMC>>MC3R,simple,1,1,POMC>>MC3R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7774675;10358030;10493100,7774675;10358030;10493100,7774675;10358030;10493100,3,3,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
Pomc,Mc1r,86,DEVCOMLR:10116:39214DFCE1F2,rat_development_LR000086,POMC,MC1R,POMC>>MC1R,simple,1,1,POMC>>MC1R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1516719;7774675;10942578;11041375,1516719;7774675;10942578;11041375,1516719;7774675;10942578;11041375,4,4,Legacy_native,0,,RGD/NCBI_species_specific_table,1,legacy_plus_connectomeDB2025,0,0,single_source;orthology_inferred,,1,development,rat_L_R_develoment.csv,rat,Rattus norvegicus,10116,development,legacy_context_member,Inferred,Inferred,0,,0
